px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	v_true	yaw_angle_true	yaw_rate_true	vx_true	vy_true	NIS
8.49679	-13.1584	-2.41152	0.31888	-1.31765	8.27267	-12.996	8.4	-13.15	2.99683	-0	0	-2.99683	0	0	20.2429
8.35014	-13.1934	-2.47491	0.237174	-1.3317	8.25965	-13.1488	8.25	-13.15	2.9968	-0	0	-2.9968	0	0.575201	0
8.25224	-13.2166	-2.32744	0.198396	-1.27549	8.04571	-13.0646	8.1	-13.2	2.87459	0.321752	0	-2.72707	-0.909028	0	2.09331
8.0776	-13.253	-2.45134	0.121326	-1.27733	7.95841	-13.2508	7.95	-13.25	2.87456	0.321752	0	-2.72705	-0.90902	0.887996	0
7.92669	-13.2679	-2.52549	0.0418891	-1.29342	7.866	-13.4154	7.8	-13.25	2.7295	-0	0	-2.7295	0	0	0.399474
7.74238	-13.2771	-2.63632	-0.0317332	-1.29112	7.62489	-13.249	7.65	-13.25	2.7295	-0	0	-2.7295	0	0.878531	0
7.61837	-13.2745	-2.58795	-0.086304	-1.27435	7.50783	-13.2944	7.5	-13.25	2.99994	-0	0	-2.99994	0	0	0.243612
7.44858	-13.268	-2.68678	-0.145468	-1.26534	7.3419	-13.2474	7.35	-13.25	2.99994	-0	0	-2.99994	0	0.714407	0
7.27387	-13.2278	-2.84679	-0.234936	-1.29841	7.19781	-13.1973	7.2	-13.2	2.87449	-0.321751	0	-2.72698	0.908995	0	1.10975
7.10328	-13.1867	-2.89156	-0.304498	-1.29455	7.04935	-13.1606	7.05	-13.15	2.87446	-0.321752	0	-2.72695	0.908987	0.207489	0
6.97083	-13.1443	-2.73865	-0.363451	-1.26907	6.79473	-13.0433	6.85	-13.15	3.63709	-0	0	-3.63709	0	0	1.36186
6.77191	-13.1156	-2.8664	-0.400885	-1.23244	6.65123	-13.1604	6.65	-13.15	3.63709	-0	0	-3.63709	0	1.11771	0
6.63632	-13.0629	-2.88138	-0.456707	-1.22694	6.54115	-13.2079	6.5	-13.1	3.1629	-0.321745	0	-3.0006	1.00018	0	0.209918
6.45952	-13.0163	-2.97645	-0.49079	-1.19635	6.35317	-13.0396	6.35	-13.05	3.16291	-0.321748	0	-3.0006	1.00019	0.782572	0
6.39771	-13.0145	-2.25324	-0.506635	-1.10278	6.27012	-13.1139	6.25	-13.05	1.81729	-0	0	-1.81729	0	0	19.0145
6.24039	-12.9808	-2.33752	-0.531215	-1.06449	6.14459	-13.0471	6.15	-13.05	1.81729	-0	0	-1.81729	0	0.905478	0
6.09129	-12.8911	-2.63656	-0.594585	-1.08131	5.99498	-12.9442	6	-12.95	3.27937	-0.587999	0	-2.72861	1.81906	0	2.73127
5.93866	-12.8207	-2.69093	-0.631532	-1.05706	5.86379	-12.8408	5.85	-12.85	3.27938	-0.588002	0	-2.72861	1.81907	0.396379	0
5.83765	-12.755	-2.59486	-0.674356	-1.04249	5.73761	-12.8672	5.7	-12.8	3.16215	-0.321752	0	-2.99988	0.999964	0	0.492802
5.67899	-12.6978	-2.67497	-0.684278	-0.997285	5.55118	-12.7486	5.55	-12.75	3.16212	-0.321752	0	-2.99985	0.999954	1.23738	0
5.59709	-12.6468	-2.40123	-0.715863	-0.967099	5.45236	-12.7392	5.45	-12.7	2.23608	-0.463646	0	-2.00001	1	0	3.01055
5.4602	-12.5891	-2.45857	-0.727229	-0.927727	5.35556	-12.6423	5.35	-12.65	2.23605	-0.463649	0	-1.99998	0.999994	0.890905	0
5.35381	-12.495	-2.58943	-0.773743	-0.931867	5.26451	-12.5511	5.25	-12.55	2.82464	-0.785401	0	-1.99732	1.99733	0	0.641929
5.22577	-12.4156	-2.63391	-0.793167	-0.902435	5.13769	-12.4355	5.15	-12.45	2.82461	-0.785398	0	-1.9973	1.9973	0.520792	0
5.12732	-12.3235	-2.61289	-0.835659	-0.895534	5.1317	-12.5744	5.05	-12.35	2.57471	-0.785395	0	-1.8206	1.82059	0	0.691591
5.00602	-12.2255	-2.64173	-0.863441	-0.872517	4.94432	-12.2438	4.95	-12.25	2.57469	-0.785398	0	-1.82058	1.82058	0.268549	0
4.88564	-12.0786	-3.07895	-0.914802	-0.891016	4.89215	-12.1623	4.85	-12.1	3.60518	-0.982792	0	-1.9998	2.99969	0	6.27329
4.78142	-11.9582	-3.09293	-0.949925	-0.880685	4.75047	-11.9578	4.75	-11.95	3.60519	-0.982794	0	-1.9998	2.9997	0.060707	0
4.7145	-11.8624	-2.79734	-0.988406	-0.868552	4.6421	-11.7788	4.7	-11.85	2.2361	-1.10715	0	-1.00002	2.00003	0	3.20657
4.63969	-11.7459	-2.79638	-1.0309	-0.86762	4.63967	-11.7513	4.65	-11.75	2.23609	-1.10715	0	-1.00001	2.00002	0.00162812	0
4.55226	-11.6017	-3.01972	-1.07271	-0.868137	4.58347	-11.632	4.6	-11.6	3.15899	-1.24905	0	-0.998955	2.99688	0	1.72294
4.50836	-11.4613	-3.0024	-1.13525	-0.888933	4.56619	-11.4576	4.55	-11.45	3.159	-1.24905	0	-0.99896	2.99689	0.215269	0
4.44168	-11.3091	-3.10589	-1.18047	-0.889666	4.46846	-11.2092	4.5	-11.3	3.16564	-1.24905	0	-1.00106	3.00319	0	0.445115
4.40934	-11.1566	-3.09847	-1.24349	-0.909801	4.46017	-11.1425	4.45	-11.15	3.16564	-1.24905	0	-1.00106	3.00319	0.181597	0
4.41285	-11.05	-2.56602	-1.32184	-0.945234	4.43672	-11.0976	4.45	-11.05	1.8168	0	0	0	1.8168	0	8.97046
4.39616	-10.9171	-2.54986	-1.38236	-0.954912	4.43803	-10.9525	4.45	-10.95	1.81679	0	0	0	1.81679	0.167184	0
4.36656	-10.7747	-2.68028	-1.42484	-0.946964	4.40556	-10.7068	4.45	-10.8	3.00139	0	0	0	3.00139	0	0.589123
4.37877	-10.6402	-2.67301	-1.49281	-0.969404	4.45507	-10.6618	4.45	-10.65	3.00138	0	0	0	3.00138	0.373745	0
4.40958	-10.5445	-2.33031	-1.57589	-1.01663	4.44716	-10.5583	4.45	-10.55	2.00041	0	0	0	2.00041	0	4.52344
4.42296	-10.4289	-2.32856	-1.63369	-1.0242	4.45187	-10.4417	4.45	-10.45	2.00038	0	0	0	2.00038	0.0570714	0
4.42825	-10.2993	-2.4196	-1.67851	-1.01401	4.45602	-10.2142	4.5	-10.3	3.16096	1.24905	0	0.999584	2.99875	0	0.391644
4.47533	-10.1654	-2.45118	-1.75476	-1.04079	4.55349	-10.1343	4.55	-10.15	3.16092	1.24904	0	0.999574	2.99871	0.441382	0
4.48449	-10.0086	-2.66628	-1.78157	-0.996199	4.56608	-10.005	4.55	-10	2.72717	0	0	0	2.72717	0	2.28231
4.53157	-9.85942	-2.68617	-1.84623	-1.00646	4.55922	-9.84124	4.55	-9.85	2.72714	0	0	0	2.72714	0.0696072	0
4.58639	-9.72046	-2.65191	-1.91452	-1.02365	4.62339	-9.6559	4.65	-9.7	3.27979	0.982794	0	1.8193	2.72895	0	0.178641
4.6718	-9.56836	-2.71028	-1.99465	-1.04837	4.7439	-9.53522	4.75	-9.55	3.27978	0.982795	0	1.81929	2.72894	0.407936	0
4.69279	-9.41077	-2.93156	-1.9853	-0.957894	4.74852	-9.27389	4.8	-9.4	3.16248	1.24905	0	1.00006	3.00019	0	4.27957
4.78246	-9.26482	-2.98763	-2.05131	-0.976423	4.8446	-9.24095	4.85	-9.25	3.16244	1.24905	0	1.00005	3.00015	0.286781	0
4.90853	-9.16142	-2.83909	-2.17293	-1.08122	4.98605	-9.20516	4.95	-9.15	2.82849	0.785401	0	2.00004	2.00005	0	4.07033
5.00182	-9.04165	-2.86261	-2.23242	-1.08667	5.02283	-9.03066	5.05	-9.05	2.82848	0.785398	0	2.00004	2.00004	0.0366675	0
5.01661	-8.90722	-2.95309	-2.18243	-0.928257	5.12819	-8.95913	5.1	-8.9	3.16134	1.24905	0	0.999704	2.99911	0	9.20774
5.11847	-8.77396	-3.00325	-2.23393	-0.932972	5.14109	-8.73073	5.15	-8.75	3.1613	1.24905	0	0.999689	2.99907	0.1485	0
5.24903	-8.66452	-2.9646	-2.31933	-0.983604	5.33883	-8.81618	5.25	-8.65	2.57173	0.785401	0	1.81848	1.81849	0	1.19145
5.3619	-8.55276	-2.95466	-2.37389	-0.984153	5.36408	-8.56805	5.35	-8.55	2.57169	0.785398	0	1.81846	1.81846	0.0133068	0
5.38925	-8.42287	-2.93809	-2.32206	-0.823586	5.38848	-8.31037	5.45	-8.4	3.60679	0.982795	0	2.00068	3.00103	0	9.05709
5.50953	-8.29956	-3.00378	-2.36571	-0.825333	5.53874	-8.25196	5.55	-8.25	3.60674	0.982794	0	2.00066	3.00099	0.200714	0
5.62291	-8.19072	-3.0182	-2.4098	-0.831888	5.56632	-8.04704	5.65	-8.15	2.82776	0.785401	0	1.99952	1.99953	0	0.309735
5.74284	-8.08268	-3.04596	-2.45031	-0.830568	5.7459	-8.05196	5.75	-8.05	2.82772	0.785398	0	1.9995	1.9995	0.0564906	0
5.79413	-7.9651	-2.9594	-2.41263	-0.696918	5.78426	-7.91676	5.8	-7.95	2.23594	1.10715	0	0.999944	1.99989	0	6.7753
5.89057	-7.87627	-2.91647	-2.44441	-0.694545	5.84978	-7.88144	5.85	-7.85	2.23593	1.10715	0	0.999939	1.99988	0.105018	0
5.9752	-7.77002	-2.88533	-2.44359	-0.634552	5.92249	-7.69769	5.95	-7.75	2.8252	0.785398	0	1.99772	1.99772	0	1.58188
6.07799	-7.67571	-2.87281	-2.47061	-0.630154	6.04031	-7.64732	6.05	-7.65	2.82518	0.785396	0	1.99771	1.9977	0.118576	0
6.17733	-7.56982	-2.8268	-2.47452	-0.576684	6.16773	-7.55437	6.15	-7.55	2.57373	0.785398	0	1.8199	1.8199	0	1.24024
6.28671	-7.47582	-2.79875	-2.50138	-0.572324	6.23866	-7.45306	6.25	-7.45	2.57373	0.785401	0	1.8199	1.81991	0.155394	0
6.41427	-7.38936	-2.8512	-2.54588	-0.6056	6.25322	-7.17734	6.4	-7.35	3.6008	0.588001	0	2.99605	1.99736	0	1.5092
6.54417	-7.29434	-2.89883	-2.5719	-0.600638	6.55461	-7.24907	6.55	-7.25	3.6008	0.588001	0	2.99605	1.99736	0.134654	0
6.68181	-7.21311	-2.90559	-2.60893	-0.607621	6.67172	-7.23041	6.65	-7.2	2.03549	0.463649	0	1.8206	0.910303	0	0.0242118
6.79979	-7.14617	-2.84619	-2.64223	-0.608895	6.74664	-7.15616	6.75	-7.15	2.03549	0.463647	0	1.8206	0.910298	0.183767	0
6.8505	-7.06719	-2.57178	-2.60837	-0.495774	6.79888	-6.99594	6.85	-7.05	2.82628	0.785398	0	1.99848	1.99848	0	6.86765
6.96333	-6.99344	-2.58817	-2.62853	-0.49073	6.95342	-6.96092	6.95	-6.95	2.82625	0.785398	0	1.99846	1.99846	0.064602	0
7.09507	-6.92432	-2.60685	-2.65757	-0.493303	7.17955	-6.9446	7.1	-6.85	3.2773	0.588003	0	2.72688	1.81792	0	0.0926295
7.24037	-6.82362	-2.69045	-2.66915	-0.47525	7.24929	-6.7261	7.25	-6.75	3.2773	0.588003	0	2.72688	1.81792	0.587339	0
7.30912	-6.74212	-2.39857	-2.6335	-0.364981	7.42782	-6.72337	7.35	-6.65	2.57134	0.785398	0	1.81821	1.81821	0	7.47899
7.44514	-6.64232	-2.48744	-2.63675	-0.345366	7.46332	-6.54842	7.45	-6.55	2.57134	0.785398	0	1.81821	1.81821	0.575802	0
7.55657	-6.57055	-2.45214	-2.64436	-0.32703	7.54452	-6.5069	7.55	-6.5	2.03176	0.463648	0	1.81726	0.908632	0	0.214013
7.67376	-6.49793	-2.46051	-2.65649	-0.320937	7.65373	-6.46481	7.65	-6.45	2.03176	0.463648	0	1.81726	0.908632	0.0813833	0
7.83023	-6.44104	-2.62904	-2.70433	-0.373048	7.8635	-6.45394	7.8	-6.4	2.87716	0.321751	0	2.72951	0.909839	0	1.88969
7.95965	-6.37302	-2.63529	-2.7195	-0.367512	7.94162	-6.34466	7.95	-6.35	2.87712	0.32175	0	2.72948	0.909826	0.0615017	0
8.01483	-6.30094	-2.33713	-2.68173	-0.275663	7.89525	-6.11857	8.05	-6.25	2.8291	0.785401	0	2.00047	2.00048	0	5.7701
8.12887	-6.22168	-2.38903	-2.67942	-0.257886	8.12355	-6.14389	8.15	-6.15	2.82911	0.785398	0	2.00048	2.00048	0.36439	0
8.24877	-6.1538	-2.39033	-2.68504	-0.245715	8.31422	-6.05705	8.3	-6.05	3.27747	0.588002	0	2.72702	1.81801	0	0.191961
8.39635	-6.05618	-2.49636	-2.67772	-0.221362	8.45315	-5.97158	8.45	-5.95	3.27745	0.588003	0	2.727	1.818	0.687461	0
8.49613	-5.99007	-2.43151	-2.67024	-0.192306	8.53167	-5.90349	8.55	-5.9	2.23749	0.46365	0	2.00127	1.00064	0	0.542053
8.62032	-5.90535	-2.49861	-2.66298	-0.173324	8.64207	-5.83392	8.65	-5.85	2.2375	0.463648	0	2.00128	1.00064	0.358031	0
8.75735	-5.84729	-2.61292	-2.68659	-0.19864	8.88764	-5.82241	8.8	-5.75	3.60511	0.588004	0	2.99963	1.99976	0	0.814422
8.89997	-5.7462	-2.71507	-2.67176	-0.170675	8.94256	-5.64534	8.95	-5.65	3.60508	0.588003	0	2.99961	1.99974	0.778179	0
8.99254	-5.66773	-2.5312	-2.63835	-0.1007	9.21669	-5.64514	9.05	-5.55	2.82418	0.785401	0	1.99699	1.997	0	3.71605
9.12508	-5.56085	-2.62919	-2.61694	-0.0713549	9.15342	-5.45253	9.15	-5.45	2.82419	0.785401	0	1.997	1.99701	0.805112	0
9.21541	-5.4658	-2.46256	-2.577	-0.00368808	9.16723	-5.29709	9.25	-5.35	2.56905	0.785395	0	1.8166	1.81659	0	2.93064
9.34527	-5.34686	-2.55221	-2.55003	0.0256078	9.34852	-5.23619	9.35	-5.25	2.56905	0.785395	0	1.8166	1.81659	0.774203	0
9.43598	-5.24972	-2.4374	-2.51397	0.0782381	9.39027	-5.1041	9.45	-5.15	2.57697	0.785395	0	1.8222	1.82219	0	1.66534
9.55264	-5.13452	-2.5043	-2.48845	0.100642	9.54207	-5.04728	9.55	-5.05	2.57697	0.785398	0	1.82219	1.82219	0.479346	0
9.66905	-5.06187	-2.59781	-2.50365	0.0664004	9.62802	-5.02338	9.65	-5	2.23164	0.463651	0	1.99604	0.998028	0	0.850432
9.77134	-4.97361	-2.60998	-2.49334	0.0734547	9.75	-4.94288	9.75	-4.95	2.23165	0.463649	0	1.99605	0.998028	0.0779658	0
9.8543	-4.87797	-2.45661	-2.4545	0.130086	9.88102	-4.86216	9.85	-4.85	2.57238	0.785395	0	1.81895	1.81894	0	1.99289
9.95741	-4.78381	-2.46783	-2.44233	0.135226	9.94502	-4.76247	9.95	-4.75	2.57237	0.785398	0	1.81894	1.81894	0.0348478	0
10.0311	-4.6846	-2.32405	-2.3978	0.194633	10.0747	-4.62454	10.05	-4.6	3.28046	0.982797	0	1.81966	2.72951	0	2.17119
10.1373	-4.55186	-2.41883	-2.36381	0.219471	10.1384	-4.4533	10.15	-4.45	3.28042	0.982795	0	1.81965	2.72948	0.632283	0
10.2277	-4.44848	-2.42065	-2.34311	0.230152	10.1743	-4.32841	10.25	-4.35	2.57256	0.785395	0	1.81908	1.81907	0	0.203584
10.3318	-4.32105	-2.49412	-2.31653	0.245236	10.3492	-4.25956	10.35	-4.25	2.57256	0.785395	0	1.81908	1.81907	0.276981	0
10.4196	-4.22066	-2.5026	-2.29777	0.255683	10.56	-4.15868	10.45	-4.1	3.60664	0.982791	0	2.00061	3.0009	0	0.282735
10.5229	-4.07094	-2.63499	-2.2619	0.280794	10.5557	-3.96034	10.55	-3.95	3.60663	0.982794	0	2.0006	3.0009	0.896164	0
10.6435	-3.97011	-2.77026	-2.28662	0.217965	10.7738	-3.89129	10.65	-3.85	2.82791	0.785401	0	1.99963	1.99964	0	2.20187
10.7417	-3.82781	-2.8519	-2.25928	0.235495	10.7394	-3.74821	10.75	-3.75	2.82789	0.785398	0	1.99962	1.99962	0.412789	0
10.761	-3.69257	-2.60938	-2.15482	0.383882	10.7674	-3.58281	10.8	-3.6	3.16177	1.24904	0	0.999844	2.99952	0	9.72308
10.8448	-3.53408	-2.72322	-2.11671	0.404484	10.8596	-3.4348	10.85	-3.45	3.16174	1.24904	0	0.999834	2.99949	0.672629	0
10.9567	-3.43187	-2.83636	-2.1572	0.304206	10.9601	-3.36033	10.95	-3.35	2.82934	0.785396	0	2.00065	2.00064	0	4.70097
11.04	-3.2924	-2.88711	-2.13519	0.311585	11.0504	-3.25128	11.05	-3.25	2.82933	0.785398	0	2.00064	2.00064	0.120883	0
11.067	-3.15419	-2.74962	-2.05583	0.414849	11.0282	-3.07488	11.1	-3.1	3.15767	1.24904	0	0.998546	2.99563	0	4.75085
11.1385	-3.00179	-2.8238	-2.0264	0.424438	11.1569	-2.944	11.15	-2.95	3.15764	1.24905	0	0.998526	2.9956	0.247899	0
11.1335	-2.83223	-2.68084	-1.90151	0.592311	11.1386	-2.78926	11.15	-2.8	2.73104	0	0	0	2.73104	0	12.196
11.174	-2.67983	-2.70384	-1.86216	0.599087	11.141	-2.65084	11.15	-2.65	2.73102	0	0	0	2.73102	0.108784	0
11.181	-2.51907	-2.69307	-1.7807	0.679066	11.1042	-2.54354	11.15	-2.55	1.81785	0	0	0	1.81785	0	2.61131
11.1957	-2.40572	-2.60642	-1.7457	0.676621	11.1497	-2.45904	11.15	-2.45	1.81785	0	0	0	1.81785	0.323115	0
11.2845	-2.32881	-2.52359	-1.82792	0.478792	11.1658	-2.25651	11.25	-2.25	4.46616	1.10715	0	1.99733	3.99465	0	17.0601
11.328	-2.15198	-2.665	-1.79882	0.483112	11.3591	-2.05184	11.35	-2.05	4.46616	1.10715	0	1.99733	3.99465	0.74896	0
11.3391	-1.99997	-2.65855	-1.74377	0.529472	11.3117	-1.92025	11.35	-1.95	1.81854	0	0	0	1.81854	0	0.89499
11.3598	-1.85992	-2.64696	-1.71409	0.530014	11.3504	-1.8663	11.35	-1.85	1.81853	0	0	0	1.81853	0.007836	0
11.3744	-1.71297	-2.65146	-1.67733	0.543483	11.4185	-1.70062	11.35	-1.7	2.72762	0	0	0	2.72762	0	0.103534
11.3835	-1.5559	-2.67902	-1.64324	0.547551	11.3568	-1.53205	11.35	-1.55	2.72762	0	0	0	2.72762	0.0748112	0
11.3212	-1.3911	-2.71689	-1.51708	0.706964	11.2541	-1.38373	11.3	-1.4	2.87402	-1.24904	0	-0.908846	2.72653	0	9.64901
11.299	-1.24365	-2.70974	-1.47148	0.713434	11.2429	-1.24238	11.25	-1.25	2.87402	-1.24904	0	-0.908846	2.72653	0.168275	0
11.1997	-1.05075	-2.93894	-1.32482	0.893075	11.0754	-1.08747	11.15	-1.1	3.2813	-0.982794	0	-1.82014	2.73021	0	12.7364
11.1392	-0.907921	-2.90689	-1.26492	0.90395	11.0544	-0.927069	11.05	-0.949999	3.2813	-0.982796	0	-1.82013	2.73021	0.412901	0
11.0687	-0.759413	-2.98542	-1.19525	0.943205	10.9247	-0.791254	11	-0.799999	3.16341	-1.24904	0	-1.00036	3.00107	0	0.839171
10.9997	-0.628771	-2.97105	-1.1406	0.950764	10.9434	-0.640459	10.95	-0.65	3.16337	-1.24904	0	-1.00035	3.00104	0.178821	0
10.8782	-0.462613	-3.22849	-1.03783	1.04481	10.7146	-0.485949	10.85	-0.5	3.60562	-0.982796	0	-2.00003	3.00006	0	5.11973
10.7854	-0.338068	-3.20299	-0.978523	1.05261	10.7471	-0.362528	10.75	-0.35	3.60559	-0.982794	0	-2.00002	3.00003	0.118143	0
10.6933	-0.209919	-3.12379	-0.926558	1.04052	10.6895	-0.304531	10.65	-0.3	2.03235	-0.463646	0	-1.81779	0.908892	0	0.277785
10.58	-0.138821	-2.98882	-0.845196	1.07052	10.547	-0.266677	10.55	-0.25	2.03234	-0.463649	0	-1.81778	0.908893	1.14464	0
10.4308	-0.00869327	-3.30885	-0.757129	1.13643	10.5032	-0.154501	10.4	-0.15	3.60629	-0.588003	0	-3.00061	2.00041	0	5.22726
10.2983	0.0539566	-3.22243	-0.676026	1.16529	10.2485	-0.0475524	10.25	-0.0499992	3.60628	-0.588005	0	-3.0006	2.00041	0.804242	0
10.2079	0.109486	-2.90196	-0.626883	1.13787	10.1407	-0.0721585	10.15	-0.0499992	1.99645	-0	0	-1.99645	0	0	3.52691
10.0799	0.116669	-2.77936	-0.529389	1.18615	10.0313	-0.0518611	10.05	-0.0499992	1.99644	-0	0	-1.99644	0	1.94628	0
9.94233	0.180543	-2.8339	-0.456568	1.19972	10.0898	-0.00166396	9.9	9.49949e-07	2.87952	-0.321751	0	-2.73175	0.910584	0	0.866768
9.79325	0.185711	-2.76078	-0.353922	1.24252	9.74695	0.0464954	9.75	0.0500011	2.87951	-0.321752	0	-2.73174	0.910584	1.33774	0
9.6331	0.231491	-2.94484	-0.282231	1.25776	9.50402	0.0833188	9.6	0.100001	3.15747	-0.321748	0	-2.99544	0.998471	0	1.54161
9.48592	0.234608	-2.91658	-0.196162	1.28431	9.45825	0.149456	9.45	0.15	3.15748	-0.321747	0	-2.99545	0.998471	0.489559	0
9.37995	0.221759	-2.4564	-0.109292	1.29548	9.22819	0.16178	9.35	0.15	1.81963	-0	0	-1.81963	0	0	6.40798
9.24584	0.206373	-2.43901	-0.0201102	1.3162	9.24456	0.139817	9.25	0.15	1.81962	-0	0	-1.81962	0	0.272397	0
9.09234	0.219919	-2.68443	0.0347193	1.30414	9.0729	0.205961	9.1	0.2	3.1629	-0.321752	0	-3.00059	1.0002	0	1.75791
8.95962	0.22155	-2.68633	0.0918636	1.29509	8.96281	0.250937	8.95	0.25	3.16291	-0.321751	0	-3.0006	1.0002	0.0527056	0
8.81385	0.215289	-2.79325	0.14656	1.28336	8.84168	0.257617	8.8	0.25	2.99995	-0	0	-2.99995	0	0	0.429665
8.67385	0.204906	-2.79814	0.199717	1.27068	8.65606	0.24536	8.65	0.25	2.99994	-0	0	-2.99994	0	0.115055	0
8.52681	0.182779	-2.85666	0.253669	1.25871	8.43549	0.247188	8.5	0.25	2.99323	-0	0	-2.99323	0	0	0.280748
8.38315	0.171223	-2.85894	0.293977	1.23275	8.34184	0.250769	8.35	0.25	2.9932	-0	0	-2.9932	0	0.47102	0
8.24156	0.133075	-2.81522	0.353813	1.22493	8.27073	0.243988	8.2	0.25	2.73233	-0	0	-2.73233	0	0	0.273664
8.09118	0.126296	-2.79678	0.379924	1.17907	8.03847	0.260731	8.05	0.25	2.73234	-0	0	-2.73234	0	1.25356	0
7.94676	0.0923325	-2.91482	0.413078	1.14704	7.98053	0.204587	7.9	0.2	3.16474	0.321751	0	-3.00234	-1.00078	0	0.958862
7.80386	0.0625416	-2.90732	0.443867	1.11737	7.73327	0.149199	7.75	0.15	3.16471	0.321751	0	-3.00231	-1.00077	0.717455	0
7.63532	0.0252633	-3.11939	0.458449	1.06316	7.46173	0.143776	7.6	0.15	2.99599	-0	0	-2.99599	0	0	2.85846
7.49346	0.00776706	-3.06933	0.470078	1.0175	7.45455	0.149294	7.45	0.15	2.99596	-0	0	-2.99596	0	1.31316	0
7.39652	-0.06225	-2.71333	0.548216	1.05662	7.37986	0.0951006	7.35	0.100001	2.03259	0.463645	0	-1.81801	-0.908998	0	5.17094
7.27449	-0.0864001	-2.64065	0.566283	1.01307	7.26713	0.055036	7.25	0.0500011	2.03259	0.463645	0	-1.81801	-0.908998	1.25125	0
7.12413	-0.140751	-2.86957	0.578761	0.952651	7.32548	-0.0461763	7.1	-0.0499995	3.27499	0.588004	0	-2.72495	-1.81664	0	3.89616
6.98598	-0.203693	-2.8476	0.610323	0.929736	6.93127	-0.133333	6.95	-0.15	3.27495	0.588004	0	-2.72492	-1.81662	0.458877	0
6.94754	-0.310543	-2.34565	0.731251	1.03756	7.09668	-0.264116	6.9	-0.25	2.03623	1.10715	0	-0.910634	-1.82126	0	11.4804
6.85487	-0.383449	-2.3211	0.777823	1.02629	6.84796	-0.34284	6.85	-0.35	2.03621	1.10715	0	-0.910622	-1.82124	0.103974	0
6.68411	-0.440472	-2.83631	0.72971	0.872967	6.64638	-0.45061	6.7	-0.45	3.60123	0.587999	0	-2.99641	-1.99759	0	19.4628
6.57538	-0.538035	-2.84536	0.771827	0.87126	6.54772	-0.536719	6.55	-0.549999	3.60118	0.588	0	-2.99637	-1.99757	0.0408433	0
6.52116	-0.686226	-2.59477	0.898248	0.990413	6.50462	-0.718	6.5	-0.7	2.87753	1.24905	0	-0.909955	-2.72986	0	6.43377
6.43771	-0.813938	-2.61931	0.961489	0.999965	6.45451	-0.851695	6.45	-0.85	2.87753	1.24905	0	-0.909955	-2.72986	0.100417	0
6.39776	-0.960839	-2.54308	1.07307	1.09321	6.42547	-0.999512	6.4	-1	3.15981	1.24904	0	-0.999224	-2.99766	0	3.10635
6.34045	-1.09748	-2.59476	1.13975	1.10579	6.3554	-1.1624	6.35	-1.15	3.15978	1.24905	0	-0.99921	-2.99763	0.26446	0
6.27371	-1.23771	-2.6349	1.196	1.09731	6.14523	-1.27904	6.3	-1.3	2.87364	1.24905	0	-0.908722	-2.72618	0	0.342333
6.22334	-1.39539	-2.68935	1.26416	1.10483	6.2299	-1.45381	6.25	-1.45	2.87362	1.24905	0	-0.908718	-2.72616	0.208726	0
6.25498	-1.64464	-2.86774	1.47586	1.34364	6.37158	-1.60661	6.3	-1.6	2.87919	-1.24904	0	0.910485	-2.73144	0	17.8295
6.26461	-1.78498	-2.8091	1.55594	1.35144	6.34473	-1.75136	6.35	-1.75	2.87919	-1.24905	0	0.910481	-2.73144	0.426814	0
6.26989	-1.91109	-2.75936	1.61952	1.34436	6.34	-1.88987	6.35	-1.9	2.99515	0	0	0	-2.99515	0	0.13645
6.29473	-2.0438	-2.73963	1.69474	1.35322	6.35828	-2.03886	6.35	-2.05	2.99515	0	0	0	-2.99515	0.220215	0
6.31015	-2.16043	-2.57184	1.74905	1.31482	6.45002	-2.23466	6.35	-2.2	2.72856	0	0	0	-2.72856	0	1.56165
6.3386	-2.30855	-2.59808	1.81982	1.31174	6.34057	-2.34076	6.35	-2.35	2.72854	0	0	0	-2.72854	0.0607724	0
6.39058	-2.47666	-2.74674	1.90293	1.3306	6.4979	-2.56206	6.4	-2.5	2.87208	-1.24905	0	0.908227	-2.7247	0	0.821439
6.44493	-2.62519	-2.76524	1.97487	1.32805	6.45265	-2.65056	6.45	-2.65	2.87205	-1.24905	0	0.908223	-2.72467	0.0400452	0
6.45977	-2.68631	-2.19966	2.01126	1.25488	6.46538	-2.81029	6.45	-2.8	2.72732	0	0	0	-2.72732	0	10.4237
6.49936	-2.83061	-2.27507	2.05869	1.22729	6.45762	-2.94003	6.45	-2.95	2.7273	0	0	0	-2.7273	0.816934	0
6.55934	-2.98985	-2.51866	2.1117	1.2173	6.36717	-3.08903	6.5	-3.15	3.74821	-1.32582	0	0.909078	-3.6363	0	2.17085
6.60974	-3.16417	-2.62006	2.1393	1.16918	6.54349	-3.33906	6.55	-3.35	3.74817	-1.32582	0	0.90907	-3.63626	2.07844	0
6.66939	-3.29742	-2.54595	2.18009	1.13644	6.6454	-3.53435	6.6	-3.5	2.87778	-1.24904	0	0.910038	-2.7301	0	1.59256
6.72449	-3.47573	-2.64627	2.19344	1.0781	6.65608	-3.67065	6.65	-3.65	2.87778	-1.24905	0	0.910033	-2.7301	2.55621	0
6.78228	-3.59913	-2.50194	2.22593	1.0414	6.70981	-3.81998	6.7	-3.8	2.87166	-1.24905	0	0.908095	-2.7243	0	2.05871
